target,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
1,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881
3,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836
30,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881
64,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194
154,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836
88,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881
44,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537
51,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284
61,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985
61,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836
77,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836
72,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537
76,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537
157,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239
157,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045
110,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0
52,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045
52,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343
20,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343
12,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045
5,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045
2,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045
1,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343
2,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896
4,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045
36,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045
94,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343
179,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642
100,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239
42,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284
57,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985
78,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642
97,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194
63,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239
65,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537
83,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537
212,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239
182,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194
112,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045
54,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045
48,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0
35,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896
11,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896
6,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0
6,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896
2,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896
2,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239
3,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642
33,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239
88,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194
195,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985
115,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284
57,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284
46,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284
79,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284
71,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985
62,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194
62,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194
89,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896
190,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194
169,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343
132,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045
89,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642
43,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194
42,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343
19,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0
11,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0
4,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0
2,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0
1,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896
4,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896
36,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045
95,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0
219,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0
122,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0
45,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0
59,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896
84,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0
67,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045
70,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642
62,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0
86,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642
172,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642
163,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343
112,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896
69,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642
48,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239
52,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836
23,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194
17,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194
7,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239
1,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239
1,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343
5,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0
34,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0
84,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343
210,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537
134,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985
63,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284
67,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239
59,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537
73,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836
50,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537
72,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642
87,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642
187,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0
123,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896
95,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896
51,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045
39,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343
36,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642
15,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642
25,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642
16,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896
16,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0
7,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642
1,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642
5,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642
2,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642
9,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045
15,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045
20,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045
61,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642
62,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881
98,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582
102,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284
95,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925
74,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478
76,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478
69,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522
55,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985
30,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537
28,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537
37,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582
34,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881
22,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478
25,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881
12,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627
11,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627
4,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179
1,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194
1,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194
1,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836
6,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194
10,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836
19,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224
49,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881
49,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224
83,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478
75,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478
72,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627
82,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582
92,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478
62,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881
48,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284
41,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284
38,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537
20,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179
15,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985
6,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194
5,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836
1,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836
3,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239
1,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239
3,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343
3,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537
31,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836
77,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239
188,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836
94,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537
31,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985
30,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836
52,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836
54,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836
47,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239
45,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239
74,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343
178,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045
155,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239
95,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642
74,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642
38,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194
24,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642
18,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642
12,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045
3,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642
3,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194
6,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343
27,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343
99,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0
217,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896
130,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642
54,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642
35,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343
57,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045
52,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896
63,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896
47,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896
76,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239
136,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239
95,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045
51,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0
32,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194
20,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896
29,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045
19,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896
7,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896
6,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045
1,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343
5,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642
16,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343
54,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343
128,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642
81,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284
39,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239
35,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881
55,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821
49,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582
44,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284
49,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179
68,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284
139,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582
137,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224
83,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179
56,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284
57,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284
33,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478
20,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179
7,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836
2,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836
2,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582
3,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284
4,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537
3,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985
28,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343
72,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343
202,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194
139,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284
38,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582
37,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478
52,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179
83,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478
42,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881
60,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985
78,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582
162,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836
144,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284
99,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537
64,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239
40,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985
30,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284
15,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194
14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194
5,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642
1,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343
1,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045
8,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896
17,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0
70,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642
158,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0
117,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343
44,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194
53,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836
61,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537
77,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881
64,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836
68,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642
90,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045
159,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642
139,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0
92,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896
68,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0
52,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0
36,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0
27,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0
28,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0
20,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896
12,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896
8,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0
5,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0
1,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0
3,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045
10,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0
23,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343
33,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343
59,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642
72,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239
89,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239
101,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985
118,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836
129,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194
128,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194
83,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836
84,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537
74,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537
41,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537
57,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239
26,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045
44,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836
39,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0
23,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343
16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896
15,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0
1,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642
2,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642
1,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642
3,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985
18,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836
32,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537
79,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836
93,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537
104,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836
118,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985
91,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537
113,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537
99,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239
105,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537
67,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642
61,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343
57,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642
28,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642
21,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343
18,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045
17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239
16,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194
8,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537
2,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194
3,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343
1,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642
5,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194
13,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343
33,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239
47,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239
57,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537
64,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194
80,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343
93,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343
86,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045
93,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642
82,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642
71,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194
92,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537
60,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194
